ID,Región,Comuna,Tipo Propiedad,Precio,Metros Totales,Metros Útiles,Habitaciones,Baños,Estacionamiento,Bodega,Año Construcción
8680,Biobío,Concepción,Departamento,309450515,255,237,4,4,Sí,Sí,2010
8681,Araucanía,Temuco,Departamento,146929204,294,278,5,3,No,Sí,1965
8682,Valparaíso,Viña del Mar,Oficina,365499357,275,269,4,3,No,Sí,1952
8683,Metropolitana,Providencia,Departamento,417914794,298,272,4,3,No,No,1966
8684,Metropolitana,Providencia,Terreno,253441589,270,253,3,3,Sí,No,1988
8685,Coquimbo,La Serena,Departamento,414196118,131,110,1,3,No,No,1976
8686,Metropolitana,Las Condes,Departamento,271103814,257,232,2,3,No,No,1955
8687,Coquimbo,La Serena,Departamento,481789326,210,191,4,4,No,Sí,1955
8688,Los Lagos,Puerto Montt,Terreno,376539856,115,99,2,4,No,Sí,2008
8689,Biobío,Los Ángeles,Departamento,324042860,148,138,2,2,Sí,Sí,1956
8690,Coquimbo,La Serena,Terreno,313619513,31,20,4,1,Sí,Sí,1996
8691,Biobío,Concepción,Casa,441466812,109,101,3,1,Sí,Sí,1988
8692,Los Lagos,Puerto Montt,Departamento,132044246,67,55,6,4,No,Sí,1971
8693,Biobío,Los Ángeles,Oficina,322465643,291,283,4,3,Sí,No,1982
8694,Los Lagos,Puerto Montt,Casa,216948769,278,259,5,1,Sí,No,2010
8695,Araucanía,Temuco,Oficina,178244358,137,113,3,2,No,No,2012
8696,Valparaíso,Viña del Mar,Terreno,251994380,285,280,5,2,Sí,No,1950
8697,Biobío,Los Ángeles,Casa,341665420,30,20,6,4,Sí,Sí,2008
8698,Metropolitana,Providencia,Oficina,333789471,57,44,3,2,Sí,Sí,2013
8699,Valparaíso,Viña del Mar,Departamento,223155956,275,268,1,3,Sí,No,1975
8700,Biobío,Los Ángeles,Casa,413162801,102,81,4,2,No,No,2017
8701,Valparaíso,Viña del Mar,Casa,311916894,272,243,6,4,No,No,1969
8702,Valparaíso,Viña del Mar,Casa,196429372,142,112,5,4,No,No,1950
8703,Araucanía,Temuco,Casa,469891762,247,234,6,3,No,Sí,1998
8704,Los Lagos,Puerto Montt,Casa,95185109,79,62,2,3,Sí,Sí,2022
8705,Araucanía,Temuco,Casa,276510280,200,177,2,1,Sí,No,1959
8706,Metropolitana,Providencia,Departamento,428284198,298,287,1,4,Sí,Sí,1978
8707,Los Lagos,Puerto Montt,Terreno,162677864,216,202,3,3,Sí,No,1965
8708,Metropolitana,Providencia,Oficina,304579300,92,84,5,3,Sí,Sí,1964
8709,Metropolitana,Las Condes,Casa,465277747,264,256,4,1,Sí,Sí,2000
8710,Valparaíso,Valparaíso,Terreno,122597206,160,142,6,4,No,No,2003
8711,Metropolitana,Las Condes,Casa,347502310,96,73,1,3,No,No,1967
8712,Los Lagos,Puerto Montt,Oficina,288878987,176,165,4,1,No,No,2001
8713,Valparaíso,Viña del Mar,Casa,278355074,93,82,1,3,No,No,1993
8714,Metropolitana,Las Condes,Oficina,130087088,44,24,6,3,Sí,Sí,2006
8715,Valparaíso,Viña del Mar,Departamento,322077166,190,184,3,1,No,Sí,2012
8716,Biobío,Concepción,Terreno,33634661,33,20,5,1,No,Sí,1991
8717,Los Lagos,Puerto Montt,Departamento,497278800,107,96,5,3,Sí,Sí,1995
8718,Biobío,Los Ángeles,Terreno,384496161,139,133,6,3,Sí,Sí,1955
8719,Metropolitana,Las Condes,Departamento,286678346,239,210,1,1,Sí,Sí,1960
8720,Araucanía,Temuco,Terreno,34888952,103,75,6,3,Sí,Sí,1973
8721,Metropolitana,Santiago,Casa,146950256,94,64,4,1,Sí,No,2000
8722,Biobío,Los Ángeles,Terreno,416575352,201,185,4,4,No,No,2006
8723,Metropolitana,Santiago,Oficina,460428152,36,31,3,1,No,No,1975
8724,Biobío,Los Ángeles,Terreno,83001565,248,231,4,4,Sí,Sí,1988
8725,Biobío,Los Ángeles,Casa,86594121,177,156,2,2,Sí,No,2006
8726,Los Lagos,Puerto Montt,Terreno,321014084,176,161,2,2,No,Sí,2003
8727,Los Lagos,Puerto Montt,Oficina,289750333,160,131,3,3,No,Sí,2005
8728,Metropolitana,Santiago,Terreno,164049930,182,153,4,1,No,Sí,1950
8729,Valparaíso,Valparaíso,Departamento,272309342,152,137,1,4,Sí,No,1956
8730,Valparaíso,Viña del Mar,Oficina,450783064,57,47,5,1,Sí,No,1966
8731,Metropolitana,Santiago,Terreno,285218652,111,98,4,3,Sí,Sí,1992
8732,Metropolitana,Providencia,Departamento,103949600,152,142,4,1,Sí,Sí,1987
8733,Valparaíso,Viña del Mar,Terreno,315675856,211,185,2,3,No,Sí,2004
8734,Valparaíso,Viña del Mar,Oficina,270589927,227,213,3,3,Sí,No,1952
8735,Araucanía,Temuco,Terreno,192868510,119,92,3,2,Sí,Sí,1981
8736,Coquimbo,La Serena,Departamento,77810891,248,228,6,1,No,Sí,1996
8737,Araucanía,Temuco,Casa,242781216,190,184,2,1,No,Sí,1979
8738,Metropolitana,Santiago,Departamento,229288799,228,212,1,1,Sí,Sí,1950
8739,Metropolitana,Santiago,Casa,139015121,128,108,5,1,Sí,No,2008
8740,Valparaíso,Valparaíso,Terreno,308773048,297,282,3,4,No,Sí,2010
8741,Valparaíso,Valparaíso,Oficina,441842393,122,101,5,2,Sí,No,1979
8742,Biobío,Concepción,Departamento,116204381,76,47,6,4,Sí,Sí,1973
8743,Metropolitana,Las Condes,Oficina,475075862,230,218,2,2,No,Sí,1987
8744,Biobío,Los Ángeles,Terreno,405317549,231,218,2,3,Sí,Sí,1994
8745,Biobío,Los Ángeles,Departamento,99203764,264,259,1,2,Sí,Sí,1966
8746,Coquimbo,La Serena,Departamento,126789287,281,265,3,2,No,No,1984
8747,Biobío,Concepción,Departamento,240068878,210,205,4,2,No,No,1975
8748,Biobío,Los Ángeles,Departamento,65726496,184,175,2,3,Sí,No,1974
8749,Metropolitana,Las Condes,Oficina,492373090,30,20,6,3,Sí,No,1968
8750,Araucanía,Temuco,Departamento,412990625,247,225,4,2,Sí,No,1989
8751,Valparaíso,Viña del Mar,Departamento,172620009,62,40,6,4,No,No,1997
8752,Los Lagos,Puerto Montt,Terreno,137489765,89,60,3,1,Sí,No,2004
8753,Metropolitana,Providencia,Departamento,131343011,254,238,5,4,No,No,2004
8754,Metropolitana,Providencia,Terreno,483762978,293,284,3,4,No,Sí,1960
8755,Araucanía,Temuco,Oficina,84489100,267,239,6,2,Sí,Sí,2020
8756,Metropolitana,Santiago,Departamento,449672813,145,135,3,4,No,No,1969
8757,Araucanía,Temuco,Departamento,160537298,61,34,1,4,No,Sí,2020
8758,Araucanía,Temuco,Oficina,76511206,102,76,1,2,Sí,No,2005
8759,Valparaíso,Viña del Mar,Oficina,83852901,122,95,5,1,No,Sí,1996
8760,Valparaíso,Valparaíso,Terreno,224560383,211,190,2,2,No,No,2001
8761,Metropolitana,Providencia,Departamento,299810127,150,137,4,1,Sí,Sí,2001
8762,Metropolitana,Las Condes,Departamento,239012648,153,137,1,2,No,Sí,1951
8763,Valparaíso,Valparaíso,Terreno,449201152,62,53,3,2,No,No,1988
8764,Metropolitana,Las Condes,Oficina,46279442,283,261,6,4,No,Sí,1985
8765,Araucanía,Temuco,Casa,357894404,54,33,5,3,No,No,1957
8766,Biobío,Concepción,Departamento,158562568,148,124,4,3,Sí,Sí,1998
8767,Valparaíso,Viña del Mar,Departamento,50590150,90,65,4,3,Sí,No,2014
8768,Valparaíso,Valparaíso,Departamento,431382313,171,155,2,2,No,No,2015
8769,Metropolitana,Las Condes,Terreno,394393158,84,60,6,1,Sí,Sí,1989
8770,Metropolitana,Santiago,Oficina,111300158,246,235,5,2,No,No,1996
8771,Los Lagos,Puerto Montt,Casa,50693986,128,104,1,1,Sí,Sí,1953
8772,Valparaíso,Viña del Mar,Terreno,224498959,156,130,1,2,Sí,Sí,2016
8773,Biobío,Los Ángeles,Casa,48496565,144,129,4,4,No,Sí,1977
8774,Coquimbo,La Serena,Oficina,483900767,282,273,5,4,No,Sí,2013
8775,Metropolitana,Las Condes,Terreno,321117613,212,193,4,2,No,No,2020
8776,Metropolitana,Las Condes,Departamento,487527179,268,247,4,4,No,No,2022
8777,Los Lagos,Puerto Montt,Terreno,275184351,72,66,5,2,No,Sí,1973
8778,Valparaíso,Valparaíso,Departamento,182993144,270,246,5,1,No,Sí,2003
8779,Metropolitana,Providencia,Terreno,307853417,95,71,4,3,Sí,No,2011
8780,Valparaíso,Valparaíso,Departamento,224620723,73,48,1,1,No,Sí,2005
8781,Metropolitana,Providencia,Terreno,130330578,214,192,6,4,Sí,Sí,1950
8782,Valparaíso,Viña del Mar,Casa,328403883,187,162,6,4,No,No,2012
8783,Los Lagos,Puerto Montt,Casa,92200410,280,273,4,3,No,No,2021
8784,Biobío,Concepción,Oficina,370519598,279,274,2,4,No,No,1968
8785,Biobío,Concepción,Casa,151273049,187,162,6,3,Sí,No,1997
8786,Metropolitana,Santiago,Casa,445761866,281,254,1,3,Sí,No,2018
8787,Biobío,Los Ángeles,Casa,117594033,277,255,2,2,No,Sí,1976
8788,Metropolitana,Providencia,Casa,344848641,33,20,1,2,No,Sí,2008
8789,Biobío,Los Ángeles,Terreno,268577077,42,21,1,3,No,Sí,1979
8790,Coquimbo,La Serena,Casa,172752535,52,44,4,4,No,Sí,1974
8791,Biobío,Concepción,Casa,43816846,205,191,6,1,No,No,1959
8792,Metropolitana,Las Condes,Terreno,131123302,265,253,2,4,Sí,Sí,1996
8793,Coquimbo,La Serena,Oficina,61869289,35,20,2,1,Sí,No,1957
8794,Metropolitana,Las Condes,Oficina,411370754,180,167,5,2,Sí,No,2019
8795,Valparaíso,Viña del Mar,Terreno,409608112,285,257,3,1,No,Sí,1950
8796,Valparaíso,Valparaíso,Departamento,107138079,235,205,1,3,No,No,1973
8797,Metropolitana,Las Condes,Terreno,44845970,215,201,2,2,No,No,1999
8798,Biobío,Concepción,Terreno,173936951,251,231,4,4,No,No,2015
8799,Valparaíso,Valparaíso,Casa,305758454,93,67,6,3,No,No,2000
8800,Valparaíso,Valparaíso,Oficina,312283205,184,171,2,1,No,Sí,1994
8801,Metropolitana,Providencia,Casa,458083577,220,201,1,4,Sí,Sí,1970
8802,Valparaíso,Valparaíso,Oficina,251510107,116,111,1,1,Sí,Sí,1978
8803,Metropolitana,Providencia,Oficina,291370469,257,237,4,1,No,No,1984
8804,Araucanía,Temuco,Departamento,300685353,110,84,1,2,No,Sí,2013
8805,Coquimbo,La Serena,Casa,159920086,140,119,5,2,No,No,1981
8806,Biobío,Concepción,Terreno,30823316,270,245,2,2,No,No,1969
8807,Araucanía,Temuco,Oficina,61744243,47,25,1,4,No,Sí,1956
8808,Los Lagos,Puerto Montt,Departamento,402961664,258,230,6,1,Sí,Sí,1991
8809,Metropolitana,Las Condes,Casa,120499379,111,81,4,4,Sí,No,1980
8810,Biobío,Los Ángeles,Terreno,245047110,268,243,3,2,No,Sí,1998
8811,Metropolitana,Providencia,Oficina,245283379,55,37,1,4,No,Sí,1961
8812,Metropolitana,Las Condes,Terreno,474381911,78,67,3,3,Sí,No,1973
8813,Valparaíso,Valparaíso,Terreno,48382143,168,144,3,3,No,No,1952
8814,Los Lagos,Puerto Montt,Terreno,416856760,63,49,4,3,No,Sí,2002
8815,Metropolitana,Las Condes,Departamento,357420482,111,83,2,2,Sí,Sí,1954
8816,Los Lagos,Puerto Montt,Casa,189852681,30,20,2,1,No,Sí,1961
8817,Los Lagos,Puerto Montt,Casa,479076719,34,20,5,1,No,No,1982
8818,Metropolitana,Santiago,Departamento,168311851,171,151,1,2,No,No,2013
8819,Biobío,Concepción,Casa,124146610,197,174,2,4,Sí,No,2014
8820,Valparaíso,Viña del Mar,Casa,353748277,75,62,2,2,Sí,No,1961
8821,Metropolitana,Providencia,Terreno,34375295,63,55,3,2,Sí,No,1988
8822,Metropolitana,Santiago,Departamento,451840119,57,38,6,1,Sí,Sí,1978
8823,Biobío,Concepción,Terreno,370648060,142,137,3,2,Sí,No,1978
8824,Metropolitana,Santiago,Casa,139184174,171,161,3,4,No,No,1983
8825,Valparaíso,Valparaíso,Terreno,85935630,112,88,3,4,No,Sí,1950
8826,Biobío,Los Ángeles,Terreno,361347901,175,154,4,1,No,No,1990
8827,Metropolitana,Providencia,Casa,424584396,268,254,6,3,No,Sí,1958
8828,Araucanía,Temuco,Casa,263485251,221,191,5,2,Sí,No,1953
8829,Coquimbo,La Serena,Departamento,489340529,166,138,4,2,Sí,Sí,1989
8830,Biobío,Concepción,Oficina,153287565,290,278,6,4,Sí,Sí,1965
8831,Los Lagos,Puerto Montt,Departamento,138722206,108,90,5,4,No,No,1967
8832,Los Lagos,Puerto Montt,Casa,476497227,57,52,4,2,Sí,No,2021
8833,Los Lagos,Puerto Montt,Casa,374969199,190,174,4,2,Sí,No,1981
8834,Metropolitana,Las Condes,Casa,367570686,179,153,2,1,No,Sí,1989
8835,Biobío,Los Ángeles,Terreno,164184038,204,180,4,4,Sí,Sí,1953
8836,Coquimbo,La Serena,Casa,470566703,135,127,2,4,No,No,2016
8837,Biobío,Los Ángeles,Oficina,472414673,51,31,6,3,Sí,Sí,1985
8838,Metropolitana,Santiago,Departamento,493028153,182,161,5,1,No,No,1990
8839,Biobío,Los Ángeles,Terreno,421042238,217,195,3,2,No,No,2018
8840,Metropolitana,Santiago,Casa,228547576,90,82,2,1,No,No,2018
8841,Valparaíso,Valparaíso,Casa,145568042,33,20,4,1,Sí,Sí,1969
8842,Valparaíso,Valparaíso,Departamento,289364192,140,124,5,4,No,No,1954
8843,Valparaíso,Valparaíso,Casa,315480565,254,233,1,3,No,No,1977
8844,Metropolitana,Providencia,Terreno,372289706,110,89,3,3,No,Sí,2010
8845,Valparaíso,Viña del Mar,Departamento,308615809,236,213,3,4,Sí,No,2008
8846,Los Lagos,Puerto Montt,Casa,441007392,229,224,2,1,No,Sí,1977
8847,Metropolitana,Providencia,Terreno,400760500,293,276,3,1,Sí,No,1991
8848,Valparaíso,Viña del Mar,Departamento,106610917,226,213,5,3,No,Sí,2022
8849,Coquimbo,La Serena,Oficina,43442879,194,174,5,1,Sí,No,1984
8850,Metropolitana,Providencia,Casa,155915949,288,274,3,1,No,No,2008
8851,Valparaíso,Viña del Mar,Casa,132812446,71,48,4,2,Sí,Sí,1957
8852,Valparaíso,Valparaíso,Terreno,253619639,30,20,4,4,Sí,Sí,1983
8853,Valparaíso,Viña del Mar,Terreno,96589570,184,156,3,4,Sí,No,2007
8854,Coquimbo,La Serena,Casa,157729498,38,24,6,1,No,Sí,1996
8855,Biobío,Concepción,Terreno,323667528,83,62,3,2,Sí,No,2012
8856,Los Lagos,Puerto Montt,Departamento,406854210,204,183,2,3,No,Sí,1964
8857,Metropolitana,Santiago,Terreno,190762584,268,262,4,3,Sí,Sí,1982
8858,Araucanía,Temuco,Departamento,214525106,34,20,1,4,No,Sí,1969
8859,Metropolitana,Providencia,Oficina,208310868,280,250,5,3,Sí,No,2010
8860,Metropolitana,Las Condes,Terreno,344797946,159,144,2,3,No,Sí,1991
8861,Biobío,Concepción,Oficina,57161655,126,114,2,2,No,No,1976
8862,Biobío,Concepción,Departamento,50496199,83,78,4,2,Sí,No,1957
8863,Metropolitana,Providencia,Departamento,264896786,187,182,4,2,Sí,No,1985
8864,Biobío,Concepción,Departamento,483484596,70,41,1,4,Sí,Sí,1955
8865,Biobío,Concepción,Terreno,287641113,72,47,5,1,No,Sí,2013
8866,Los Lagos,Puerto Montt,Oficina,295372391,288,269,5,2,No,Sí,2013
8867,Metropolitana,Las Condes,Oficina,30111056,192,175,2,3,Sí,Sí,1966
8868,Biobío,Los Ángeles,Casa,431777411,125,104,4,4,Sí,Sí,1954
8869,Metropolitana,Providencia,Terreno,45361244,33,20,5,2,Sí,No,1990
8870,Araucanía,Temuco,Terreno,144756481,61,50,4,3,No,No,2017
8871,Metropolitana,Santiago,Departamento,406450236,104,90,6,1,Sí,Sí,1955
8872,Metropolitana,Las Condes,Terreno,146904665,272,243,2,1,Sí,No,2011
8873,Metropolitana,Las Condes,Departamento,359528840,198,179,3,4,No,Sí,1976
8874,Metropolitana,Santiago,Terreno,483070875,171,165,6,1,Sí,No,1970
8875,Biobío,Concepción,Casa,436550217,239,233,5,1,No,No,2013
8876,Valparaíso,Valparaíso,Oficina,364223986,32,20,5,1,No,No,1960
8877,Coquimbo,La Serena,Casa,323048634,216,192,1,2,No,Sí,1950
8878,Biobío,Concepción,Terreno,208145615,108,98,6,4,No,No,1986
8879,Valparaíso,Valparaíso,Oficina,331101510,81,55,1,3,No,Sí,2014
8880,Valparaíso,Viña del Mar,Casa,118144920,41,24,6,3,No,Sí,1983
8881,Metropolitana,Providencia,Casa,415884192,112,101,5,3,No,Sí,2003
8882,Metropolitana,Providencia,Oficina,201701054,224,212,4,2,No,Sí,1978
8883,Metropolitana,Providencia,Terreno,431407294,173,150,4,1,No,Sí,2013
8884,Coquimbo,La Serena,Oficina,47560161,75,48,1,3,No,Sí,2007
8885,Biobío,Concepción,Terreno,229486027,180,162,4,2,Sí,Sí,1991
8886,Metropolitana,Las Condes,Oficina,167812939,188,166,1,3,No,Sí,1991
8887,Valparaíso,Viña del Mar,Departamento,98019763,151,135,4,3,Sí,No,2000
8888,Metropolitana,Providencia,Terreno,310859799,205,186,5,3,Sí,Sí,1983
8889,Valparaíso,Valparaíso,Oficina,346742314,62,41,4,1,Sí,No,1968
8890,Biobío,Los Ángeles,Oficina,453875725,202,185,6,2,No,No,2014
8891,Coquimbo,La Serena,Terreno,475603903,269,249,5,1,No,No,2014
8892,Valparaíso,Valparaíso,Oficina,120881816,206,181,2,4,Sí,Sí,1996
8893,Metropolitana,Las Condes,Casa,241020807,95,89,1,1,Sí,No,2002
8894,Metropolitana,Las Condes,Casa,361633032,75,58,2,2,Sí,Sí,2019
8895,Biobío,Los Ángeles,Terreno,103033344,153,124,4,3,No,No,1955
8896,Biobío,Concepción,Terreno,58819161,136,130,4,4,Sí,No,2013
8897,Araucanía,Temuco,Terreno,179347982,251,242,6,3,No,No,2003
8898,Araucanía,Temuco,Departamento,52074401,32,20,5,2,No,No,2020
8899,Valparaíso,Viña del Mar,Oficina,437984452,94,82,3,1,No,Sí,1978
8900,Coquimbo,La Serena,Terreno,139892953,128,115,1,2,No,Sí,1967
8901,Biobío,Concepción,Oficina,428946289,257,249,2,2,Sí,No,1980
8902,Biobío,Concepción,Casa,497266102,277,264,4,1,Sí,Sí,2013
8903,Metropolitana,Providencia,Oficina,193931721,281,267,2,4,Sí,Sí,1960
8904,Metropolitana,Santiago,Casa,145806139,255,242,6,3,Sí,No,1979
8905,Metropolitana,Santiago,Oficina,62537928,107,99,5,1,No,Sí,1965
8906,Metropolitana,Santiago,Terreno,327837007,59,36,1,3,No,Sí,2001
8907,Biobío,Concepción,Departamento,219766600,54,28,2,3,Sí,No,1993
8908,Araucanía,Temuco,Terreno,415565277,147,142,6,3,No,No,1986
8909,Valparaíso,Valparaíso,Oficina,465357566,285,257,1,3,Sí,Sí,1971
8910,Metropolitana,Las Condes,Departamento,422436418,200,177,6,4,Sí,Sí,1961
8911,Araucanía,Temuco,Casa,327765020,132,119,2,4,Sí,Sí,1958
8912,Biobío,Concepción,Oficina,285075402,243,230,3,3,Sí,No,1952
8913,Metropolitana,Las Condes,Oficina,446558163,173,157,2,2,No,No,1987
8914,Metropolitana,Santiago,Casa,57855530,157,139,3,2,Sí,No,1970
8915,Araucanía,Temuco,Departamento,220114384,228,205,1,4,Sí,No,1994
8916,Valparaíso,Viña del Mar,Casa,153361593,178,156,3,1,Sí,No,2010
8917,Metropolitana,Santiago,Casa,140537944,103,88,1,1,No,No,2009
8918,Coquimbo,La Serena,Oficina,81091755,56,40,5,2,No,Sí,1977
8919,Biobío,Concepción,Departamento,338541549,110,93,5,4,No,No,2003
8920,Biobío,Los Ángeles,Oficina,230862208,73,63,3,3,No,No,1990
8921,Valparaíso,Valparaíso,Terreno,293238413,36,20,1,1,No,No,1994
8922,Coquimbo,La Serena,Departamento,272952929,143,132,6,1,No,No,1964
8923,Biobío,Concepción,Departamento,327726887,181,171,5,2,Sí,Sí,1978
8924,Biobío,Los Ángeles,Casa,331731030,82,63,3,2,No,Sí,1984
8925,Metropolitana,Providencia,Terreno,162901930,32,20,5,3,No,No,2010
8926,Los Lagos,Puerto Montt,Oficina,434037737,252,232,3,3,No,No,1967
8927,Coquimbo,La Serena,Casa,212775489,124,108,2,2,Sí,No,1972
8928,Metropolitana,Las Condes,Casa,279235171,42,20,5,1,Sí,Sí,1965
8929,Valparaíso,Viña del Mar,Departamento,172254844,153,144,6,4,No,No,2007
8930,Metropolitana,Santiago,Oficina,313136337,74,68,2,3,No,No,1961
8931,Biobío,Concepción,Oficina,94152223,116,96,1,3,Sí,Sí,1996
8932,Biobío,Los Ángeles,Departamento,129987511,48,40,1,1,Sí,No,1977
8933,Biobío,Concepción,Oficina,75742606,35,20,1,4,Sí,Sí,2017
8934,Metropolitana,Las Condes,Departamento,37759468,259,247,5,2,No,No,1965
8935,Valparaíso,Valparaíso,Casa,199556456,157,132,2,4,Sí,Sí,1966
8936,Biobío,Concepción,Terreno,365216399,220,195,5,1,Sí,Sí,2013
8937,Valparaíso,Viña del Mar,Departamento,225465752,70,45,5,2,No,No,1994
8938,Metropolitana,Santiago,Oficina,431403091,118,107,5,3,No,No,1954
8939,Valparaíso,Viña del Mar,Oficina,174466643,234,229,4,3,No,Sí,2017
8940,Araucanía,Temuco,Oficina,181839993,160,139,3,3,No,No,1965
8941,Valparaíso,Valparaíso,Oficina,467809223,120,104,5,1,No,No,2001
8942,Los Lagos,Puerto Montt,Departamento,496431263,148,133,6,1,No,Sí,2014
8943,Los Lagos,Puerto Montt,Departamento,188494685,171,149,4,3,No,Sí,1958
8944,Coquimbo,La Serena,Departamento,58321150,228,199,2,3,Sí,No,2017
8945,Biobío,Los Ángeles,Terreno,256351659,179,157,1,4,Sí,Sí,1951
8946,Coquimbo,La Serena,Oficina,376678358,203,186,4,1,Sí,Sí,1999
8947,Metropolitana,Las Condes,Departamento,116495912,60,38,5,4,Sí,Sí,1981
8948,Biobío,Los Ángeles,Terreno,261347302,154,136,6,1,No,No,2013
8949,Los Lagos,Puerto Montt,Oficina,327615163,56,31,1,3,No,Sí,2001
8950,Metropolitana,Providencia,Terreno,350282160,129,99,4,4,Sí,Sí,1980
8951,Biobío,Concepción,Terreno,395802582,161,148,3,2,No,Sí,1987
8952,Los Lagos,Puerto Montt,Departamento,456960555,272,251,2,1,No,No,1964
8953,Araucanía,Temuco,Oficina,493208826,252,232,2,4,Sí,No,1963
8954,Araucanía,Temuco,Oficina,275009049,169,163,2,1,Sí,Sí,1988
8955,Metropolitana,Las Condes,Terreno,362127508,195,185,6,4,Sí,Sí,2005
8956,Biobío,Concepción,Departamento,170877159,202,177,3,2,Sí,Sí,1993
8957,Araucanía,Temuco,Departamento,92110889,45,31,3,3,Sí,Sí,2008
8958,Coquimbo,La Serena,Departamento,260160890,156,127,5,4,Sí,No,1959
8959,Valparaíso,Valparaíso,Oficina,201645858,300,289,5,4,Sí,Sí,2017
8960,Biobío,Concepción,Terreno,259344110,38,20,5,2,No,No,1975
8961,Metropolitana,Providencia,Oficina,205149527,59,44,6,4,Sí,No,2004
8962,Biobío,Los Ángeles,Terreno,288220602,211,206,6,3,Sí,No,2020
8963,Coquimbo,La Serena,Casa,358997981,119,105,5,4,No,Sí,1967
8964,Metropolitana,Providencia,Departamento,202252786,187,182,3,4,Sí,No,1990
8965,Metropolitana,Providencia,Terreno,426847489,77,61,1,4,No,Sí,2011
8966,Biobío,Los Ángeles,Terreno,152688641,99,78,3,2,No,Sí,1990
8967,Valparaíso,Viña del Mar,Departamento,200191516,164,141,4,3,No,Sí,2000
8968,Metropolitana,Las Condes,Departamento,266992026,279,252,4,1,Sí,Sí,1973
8969,Metropolitana,Las Condes,Casa,242205528,107,101,2,4,Sí,No,2007
8970,Metropolitana,Santiago,Casa,96498680,281,272,5,4,No,Sí,1970
8971,Biobío,Concepción,Oficina,140906378,45,37,3,2,No,Sí,1991
8972,Metropolitana,Providencia,Casa,450519759,297,290,3,4,Sí,Sí,1995
8973,Los Lagos,Puerto Montt,Oficina,289381347,111,85,1,4,No,No,1993
8974,Coquimbo,La Serena,Oficina,396160889,163,148,4,3,No,Sí,1974
8975,Biobío,Concepción,Departamento,317958871,233,220,2,2,Sí,Sí,2018
8976,Valparaíso,Viña del Mar,Departamento,279342647,139,126,4,2,No,Sí,2013
8977,Biobío,Concepción,Terreno,139537115,150,140,2,2,Sí,Sí,1975
8978,Metropolitana,Santiago,Terreno,127583516,107,80,2,1,Sí,Sí,1998
8979,Valparaíso,Valparaíso,Departamento,36468694,84,78,1,1,No,No,2001
8980,Valparaíso,Viña del Mar,Departamento,198667598,192,187,2,4,No,Sí,1953
8981,Biobío,Concepción,Oficina,254711489,34,21,4,3,Sí,No,1983
8982,Metropolitana,Las Condes,Departamento,239706743,194,187,3,4,Sí,Sí,1986
8983,Metropolitana,Las Condes,Oficina,165024531,193,165,1,1,No,No,1987
8984,Metropolitana,Santiago,Terreno,126415168,137,126,3,1,Sí,No,1986
8985,Metropolitana,Santiago,Terreno,256638847,55,50,5,1,Sí,No,2008
8986,Metropolitana,Santiago,Departamento,311753800,164,158,3,2,Sí,No,2011
8987,Valparaíso,Viña del Mar,Departamento,451405310,153,140,6,2,No,Sí,2022
8988,Metropolitana,Santiago,Departamento,305171914,297,291,5,1,No,Sí,1959
8989,Biobío,Los Ángeles,Departamento,205540530,69,43,4,3,No,Sí,2012
8990,Valparaíso,Valparaíso,Terreno,363925897,225,211,3,3,Sí,No,1982
8991,Metropolitana,Santiago,Departamento,185505167,128,117,6,2,No,Sí,2015
8992,Biobío,Concepción,Departamento,370337573,245,217,6,3,No,No,1976
